f6-3dim;f7-3dim;f6-6dim;f7-6dim
-0.009715909877514362;-0.031349487311277756, -0.005364481906723688, -0.015148820305729838, -0.005364481906723688, -0.054966156908155435, -0.015169765482166865, -0.005472426840240148, -0.031349487311277756, -0.031349487311277756, -0.015148820305729838
-0.009715909877514362;-0.005364481906723688
-0.009715909877514362;-0.015148820305729838
-0.009715909877514362;
-0.009715909877514362;
-0.009715909877514362;
-0.007672137701451864;
-0.009715909877514362;
-0.009715909877514362;
-0.009715909877514362;
